Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2018;298.794.490;19.059;34.609;102.737;401.056;296.812;327.217;0;1.181.489;61.776;2.135.082;5.747.660;12.150.482;8.592.968;8.342.239;41.949;37.072.156;0;28.443;71.394;165.086;150.796;60.072;0;475.791;0;2.156.985;5.791.075;14.049.281;13.251.173;47.271.566;13.469.322;95.989.401;0;688.473;1.586.051;3.306.156;2.322.469;748.215;0;8.651.365;129;285.092;890.029;2.333.524;515.978;203.232;0;4.227.983;967;926.496;2.667.571;6.981.350;7.534.562;21.070.205;8.418.511;47.599.662;360.118;2.502.999;5.387.275;9.577.666;7.910.858;21.223.587;3.724.588;50.687.092;84.672;1.641.019;5.199.675;7.580.390;4.577.051;10.840.722;149.959;30.073.487;22.836.062;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2018;292.742.391;124.234;505.413;1.305.868;952.340;680.270;400.959;6.901;3.975.985;1.467.930;14.047.785;20.851.565;21.939.431;18.377.744;13.810.887;934.763;91.430.105;851.891;1.357.879;3.116.481;3.356.057;1.055.440;731.496;85.763;10.555.006;3.501;1.393.737;1.481.363;1.987.230;1.300.988;1.242.211;3.916.961;11.325.990;13.680;248.351;211.534;357.111;806.734;806.192;4.880;2.448.483;1.466.255;12.078.640;16.957.718;11.661.359;3.479.802;1.907.123;782.718;48.333.613;5.885;688.120;2.122.618;6.156.495;6.109.129;28.618.261;2.148.825;45.849.332;163.594;1.141.205;1.521.308;2.603.034;1.738.707;4.261.865;2.703.079;14.132.792;689.647;3.664.243;5.359.630;10.876.190;4.049.588;2.924.061;1.062.130;28.625.488;43;1.290;36.064.263
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2018;288.037.248;11.479;648.348;1.136.879;922.980;409.397;79.730;0;3.208.814;506.744;11.835.460;12.554.049;8.629.663;3.087.077;682.665;0;37.295.658;382.026;1.842.063;2.304.258;2.528.900;296.863;195.286;192;7.549.588;89.298;426.884;762.949;1.428.652;775.145;1.249.619;176.041;4.908.590;3.771;191.276;1.436.577;135.526;28.574;294.631;0;2.090.355;746.604;10.511.253;9.857.514;7.469.944;1.304.959;135.906;0;30.026.180;30;306;221;523;14;0;0;1.094;128.885;1.520.430;2.090.818;3.057.617;1.272.575;5.400.110;0;13.470.436;335.767;6.689.438;6.075.827;7.361.008;2.370.565;1.069.233;0;23.901.838;165;10.216;165.574.316
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2018;264.969.058;32.843;656.655;1.002.544;934.700;259.275;68.683;24;2.954.724;549.226;13.020.462;18.608.655;9.990.405;3.695.587;4.325.740;616.572;50.806.646;763.246;2.309.144;3.324.456;6.716.072;2.153.736;918.808;238.369;16.423.831;7.500;379.270;997.475;1.275.948;492.597;1.387.356;90.635;4.630.782;5.543;273.526;207.739;120.636;38.167;12.698;0;658.309;998.073;17.668.608;12.439.988;8.736.966;1.472.627;347.950;1.785;41.665.997;135;4.221;3.985;3.346;99;0;0;11.787;122.941;2.318.372;2.991.394;4.390.000;2.141.814;2.441.006;21.410;14.426.938;897.619;8.399.800;8.750.904;9.938.498;3.527.300;3.922.626;162.199;35.598.945;220;10.134;97.780.745
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2018;160.615.050;26.970;99.889;226.760;127.703;50.928;60.842;38;593.130;725.237;2.022.920;4.287.790;10.354.311;5.407.431;2.925.175;116.123;25.838.987;1.044.201;2.284.924;4.258.190;4.715.339;378.582;231.818;17.598;12.930.652;14.883;1.964.131;2.915.142;5.949.851;4.761.288;11.857.939;6.088.810;33.552.044;14.264;14.240;29.458;36.953;11.415;10.817;0;117.148;1.988.352;2.545.059;7.328.718;5.076.492;903.782;213.585;2.615;18.058.603;37.150;1.063.643;3.068.570;7.297.664;6.200.135;18.152.848;2.217.054;38.037.064;246.062;774.760;1.035.361;2.071.789;1.346.692;2.902.961;433.706;8.811.332;1.182.563;2.526.442;6.051.036;8.165.049;2.455.069;2.206.988;86.792;22.673.940;1;2.148;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2018;120.675.994;106.924;318.242;725.347;535.945;138.909;76.329;193;1.901.888;394.037;15.281.449;10.215.922;4.257.251;1.458.375;427.995;351.489;32.386.518;319.586;1.198.027;1.989.697;1.161.883;342.667;309.751;601;5.322.212;2.720;198.656;353.291;671.325;487.832;458.302;601.272;2.773.399;33.629;859.177;1.203.936;59.239;29.922;22.715;0;2.208.619;594.722;10.373.916;8.564.939;4.572.170;751.619;275.549;13.036;25.145.951;13;1.452;6.517;58.814;58.389;213.842;0;339.028;238.103;1.185.391;1.662.362;1.553.806;789.500;3.656.054;1.441.472;10.526.687;406.681;5.391.723;6.193.148;5.808.026;2.600.345;1.651.760;162.214;22.213.897;325;5.267;17.852.205
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2018;49.405.138;2.013;180.985;414.535;409.482;32.196;5.637;0;1.044.849;23.365;4.221.157;3.738.868;2.660.018;778.981;1.953.655;0;13.376.045;8.765;330.474;611.745;882.208;321.819;11.295;0;2.166.306;26;164.143;229.555;347.645;215.405;67.404;0;1.024.179;2;69.934;51.103;36.261;27.563;5;0;184.869;19.961;4.490.963;5.027.377;2.041.389;292.566;106.988;0;11.979.243;31;5.431;10;21;7;0;0;5.500;2.694;635.983;622.469;642.408;273.261;92.734;0;2.269.549;23.267;3.538.115;2.537.048;1.775.752;712.564;103.870;0;8.690.617;0;89;8.663.892
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2018;17.721.186;546;64.897;199.081;165.561;26.212;549;0;456.846;153.529;237.072;643.524;558.302;156.364;0;0;1.748.792;880;40.430;217.306;156.987;838;823;0;417.263;0;139.620;104.196;165.810;234.829;1.324.955;1.587.664;3.557.074;0;0;289.791;0;25.739;489.032;0;804.562;5.600;31.843;15.714;44.101;6.321;95;0;103.674;0;0;0;0;0;0;0;0;143.644;6.934;38.281;90.876;35.193;6.837;0;321.765;78.274;349.599;553.082;544.671;78.557;289.350;0;1.893.534;126.739;0;8.290.938
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2018;13.249.331;593;25.241;85.965;105.805;54.399;0;0;272.003;54.711;873.928;1.505.247;1.283.121;465.665;171.532;0;4.354.204;1.870;49.610;42.337;63.497;2.406;7;0;159.727;68;19.912;50.857;95.709;36.514;37.122;0;240.182;43;15.032;739;722;61;0;0;16.597;3.849;662.475;537.816;516.177;25.309;555;0;1.746.181;0;0;0;0;0;0;0;0;4.978;164.843;289.522;498.339;200.433;68.573;0;1.226.688;5.968;1.148.122;812.841;576.022;320.256;48.152;674.314;3.585.675;0;0;1.648.073
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2018;12.492.898;88;16.019;29.847;601;0;0;0;46.555;21.417;3.700.360;2.047.304;1.056.287;320.225;119.568;0;7.265.161;0;667;268;650;435;0;0;2.020;0;1.016;38.577;0;0;0;0;39.593;28;24.746;0;0;0;0;0;24.774;4.381;886.402;909.931;156.101;10.752;52;0;1.967.619;0;0;0;0;0;0;0;0;479;140.252;48.118;0;0;0;0;188.849;195;1.604.069;702.037;304.829;245.187;0;0;2.856.317;102.009;1;0
