Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2017;333.187.749;0;249.977;690.444;2.172.355;473.606;93.351;0;3.679.734;178.312;3.179.598;9.135.017;19.344.351;15.093.266;13.298.180;145.660;60.374.384;0;37.060;108.491;289.770;266.630;675.481;372.053;1.749.485;2.908;2.865.082;5.518.670;13.848.807;12.498.479;40.125.328;14.479.415;89.338.689;0;517.023;1.912.758;4.285.531;3.479.683;2.635.200;0;12.830.193;453;320.796;946.321;2.054.295;1.126.546;345.753;0;4.794.163;178.380;1.158.079;3.370.550;8.297.063;7.831.815;22.757.031;6.860.855;50.453.772;1.041.776;4.716.256;5.100.073;8.882.666;8.718.310;21.173.429;3.629.438;53.261.948;731.177;2.109.777;5.263.585;10.349.255;7.100.801;7.424.512;128.956;33.108.064;23.597.316;1;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2017;314.901.491;118.454;766.062;1.147.635;948.250;4.848.658;558.741;44.734;8.432.534;2.058.378;12.927.104;16.890.000;24.189.500;17.570.937;11.282.927;1.003.859;85.922.706;753.596;2.578.731;4.553.471;6.379.158;1.474.629;990.347;270.694;17.000.625;581.038;1.175.295;2.097.041;5.362.379;1.338.229;1.474.829;3.942.373;15.971.185;30.965;811.568;2.547.972;2.224.747;1.164.071;3.448.904;5.201;10.233.428;2.265.410;10.989.797;16.516.758;16.187.475;7.486.133;3.433.413;1.299.545;58.178.530;205;338.361;993.554;4.958.762;4.690.237;23.053.042;3.669.321;37.703.482;421.556;1.098.950;1.974.866;3.519.280;2.099.520;4.195.480;3.199.499;16.509.128;2.070.082;4.109.463;8.196.598;9.582.663;5.765.757;3.300.327;508.937;33.533.826;132;21.939;31.393.977
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2017;302.285.126;136.142;1.023.136;2.105.797;2.633.769;489.361;117.808;0;6.506.013;717.356;12.746.033;14.228.252;12.561.008;4.641.893;1.824.580;0;46.719.123;924.656;2.069.486;3.466.469;3.877.465;490.111;243.392;201;11.071.781;498.624;724.810;1.329.502;1.618.943;1.041.180;1.509.652;305.767;7.028.478;19.121;174.940;188.974;278.115;83.036;353.893;0;1.098.077;1.040.388;11.357.267;9.374.698;7.317.546;1.192.236;258.081;0;30.540.215;1.609;336;420;427;1;0;0;2.792;180.064;1.814.097;2.377.636;3.475.098;1.222.554;876.038;10.532;9.956.020;424.992;5.148.115;5.579.743;5.900.894;1.919.991;1.749.354;2.426;20.725.515;14.561;66.627;168.555.925
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2017;251.820.331;122.044;1.118.588;2.318.184;2.994.355;593.633;67.571;0;7.214.375;1.237.340;13.259.329;15.512.398;12.002.090;2.294.947;1.289.842;10.680;45.606.626;695.601;2.492.559;4.779.062;9.652.325;3.186.015;856.190;14.480;21.676.233;130.233;580.820;1.005.411;1.883.936;693.859;1.376.030;235.250;5.905.539;10.942;592.355;368.255;176.918;289.874;9.376;0;1.447.719;1.573.637;14.041.341;10.840.323;9.345.506;2.435.192;289.662;1.463;38.527.124;66;4.195;4.517;5.874;3.627;283;0;18.563;333.413;2.905.142;2.998.363;3.881.273;1.495.908;2.029.107;186.582;13.829.788;1.911.549;6.876.575;8.428.764;9.581.311;3.622.736;4.186.436;262.227;34.869.598;1.135;77.862;82.645.767
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2017;192.137.434;104.854;761.618;1.355.006;2.737.727;29.563;69.000;101;5.057.868;1.181.412;10.226.119;5.802.175;15.361.806;3.830.842;1.036.533;190.412;37.629.298;1.020.890;4.625.931;5.376.511;5.506.153;302.687;670.630;24.184;17.526.985;19.526;3.228.349;3.991.996;6.222.126;4.058.718;10.002.698;6.129.226;33.652.639;19.740;24.103;51.102;75.362;5.618;2.963;3;178.891;2.824.128;5.017.148;8.871.141;8.796.924;248.337;124.994;3.638;25.886.310;6.820;905.594;2.706.770;6.914.939;5.204.217;16.220.368;2.419.665;34.378.372;443.180;2.012.413;1.500.041;2.242.482;851.645;2.562.044;441.996;10.053.801;1.318.154;7.095.023;7.318.237;9.328.069;1.339.386;1.254.810;94.753;27.748.432;265;24.573;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2017;123.035.539;45.125;683.415;1.015.848;1.486.373;336.438;55.008;2.485;3.624.692;674.119;13.223.131;9.084.270;8.103.603;1.883.551;836.277;20.049;33.824.999;451.659;1.982.499;3.719.281;1.898.320;226.070;387.813;54.809;8.720.451;368.005;1.107.394;263.522;1.172.538;267.193;146.273;690.955;4.015.881;36.572;1.122.440;2.233.533;105.937;14.534;1.782;0;3.514.798;661.041;10.276.944;8.361.443;4.697.025;1.015.532;317.000;7.865;25.336.849;5;1.136;924;769;1;0;0;2.834;149.784;987.520;1.565.475;1.910.977;598.141;566.144;1.221.834;6.999.875;777.325;4.821.442;5.656.493;5.514.075;1.878.201;2.940.565;5.129;21.593.229;390;38.949;15.362.591
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2017;43.188.940;3.101;143.233;289.220;218.894;87.937;6.731;0;749.115;33.280;3.672.016;3.434.719;3.610.516;836.679;327.540;75.530;11.990.281;17.236;402.535;691.267;612.993;90.181;23.658;0;1.837.870;1.208;62.633;84.700;260.411;117.650;49.376;0;575.977;214;56.677;27.158;32.749;27.436;19.356;0;163.591;68.710;3.727.441;3.985.400;1.784.885;181.504;44.462;0;9.792.402;0;18;45;11;0;0;0;74;23.220;451.840;641.752;675.718;232.586;159.332;0;2.184.448;17.776;2.406.691;2.009.491;1.425.647;319.921;56.687;0;6.236.214;1.237;1.281;9.656.449
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2017;13.896.721;6.540;58.483;125.607;364.137;25.890;0;0;580.657;37.155;3.268.061;2.030.194;1.317.059;263.861;0;0;6.916.330;113.567;1.268;4.812;104.415;2.886;0;0;226.948;0;341.726;9.929;26.477;63.908;0;0;442.039;2;35.331;265.948;0;0;0;0;301.281;37.381;1.757.140;1.320.203;295.589;18.833;0;0;3.429.146;0;0;0;0;0;0;0;0;1.280;62.508;25.562;22.657;2.146;0;0;114.152;133.833;1.347.706;242.479;36.605;0;0;0;1.760.623;125.485;59;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2017;13.208.840;66.416;33.450;75.564;107.885;4.946;3.645;0;291.906;91.339;503.671;1.019.596;2.458.529;698.610;319.874;0;5.091.620;7.030;76.415;171.519;140.186;26.113;2;0;421.265;2.034;17.582;51.794;100.003;100.089;218.444;0;489.947;61;145.412;71.228;56.707;27.576;12.330;0;313.314;30.546;354.613;537.780;506.133;46.239;2.384;0;1.477.695;0;11;20;0;0;0;0;30;8.033;142.180;278.157;540.548;250.105;222.753;0;1.441.776;34.329;764.239;487.755;553.923;184.153;145.173;0;2.169.572;0;123;1.511.591
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2017;11.663.395;407;93.947;310.334;311.614;35.849;15.688;0;767.841;32.609;845.979;1.298.871;1.179.047;213.451;86.083;0;3.656.039;17.574;202.745;446.307;431.961;37.556;6.292;0;1.142.435;646;128.927;122.063;91.656;2.131;1.117;0;346.541;0;12.018;14.342;25.626;5.000;0;0;56.985;5.603;457.381;780.945;411.383;64.493;36.487;10;1.756.301;0;0;0;0;0;0;0;0;1.074;116.472;158.311;171.895;63.690;33.304;0;544.746;64.038;277.152;540.625;364.327;93.422;26.563;0;1.366.128;0;62;2.026.318
