Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2015;413.394.701;88.936;602.682;2.011.117;1.034.826;5.962.120;723.830;10.597;10.434.107;1.328.876;15.517.300;26.322.543;22.452.320;25.316.535;13.846.143;697.285;105.481.004;478.081;2.333.033;5.397.801;9.359.299;2.566.857;1.486.481;41.932;21.663.483;14.127;1.361.677;3.659.270;5.452.222;2.254.697;1.994.053;3.738.492;18.474.537;8.792;422.527;2.208.538;3.728.943;1.642.717;3.987.077;1.879;12.000.472;1.900.155;16.055.776;24.667.585;21.287.263;10.294.610;5.257.978;359.710;79.823.077;322;210.597;1.066.119;3.045.464;5.309.025;24.883.009;6.977.792;41.492.327;311.560;1.492.959;3.243.478;4.341.589;1.865.784;3.991.445;4.055.286;19.302.101;472.132;5.641.020;10.487.704;14.277.785;5.021.882;4.059.194;675.022;40.634.739;432;25.468;64.062.953
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2015;391.670.350;12.151;202.383;594.046;2.046.124;2.069.998;409.003;12.419;5.346.124;281.595;3.335.956;11.287.894;25.138.483;19.929.252;29.438.167;205.340;89.616.687;0;55.274;605.574;322.112;223.684;256.643;0;1.463.287;367.129;1.663.008;4.897.033;12.672.198;11.923.371;37.230.441;15.035.861;83.789.042;0;663.258;2.053.023;6.225.290;5.184.940;5.799.710;0;19.926.222;1.362;335.613;947.687;1.797.754;1.267.599;565.088;0;4.915.102;14.414;966.127;2.739.836;7.671.269;7.286.785;21.384.606;7.844.787;47.907.824;7.088;4.530.931;7.162.883;10.388.742;10.518.988;32.023.188;3.778.340;68.410.158;92.967;1.569.907;4.808.772;11.590.947;8.255.457;8.169.304;309.042;34.796.395;35.499.508;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2015;330.269.333;46.716;881.243;1.877.053;2.547.878;1.885.400;147.449;0;7.385.739;873.641;15.672.467;16.283.065;14.102.975;6.457.717;2.105.763;0;55.495.628;269.802;2.177.268;4.206.123;5.074.187;478.970;367.470;366;12.574.185;7.309;1.207.192;1.056.422;1.535.909;1.148.874;1.708.936;322.691;6.987.332;13.702;400.439;558.492;251.298;109.172;376.061;0;1.709.165;1.075.841;14.644.869;10.010.760;7.713.559;1.276.121;341.420;0;35.062.570;409;802;2.100;843;1;0;0;4.155;281.906;2.232.981;3.280.479;5.087.220;1.575.431;735.389;24.833;13.218.239;415.470;8.855.442;7.677.501;6.480.764;2.142.346;1.947.723;12.015;27.531.260;239.988;63.150;169.997.921
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2015;289.184.978;86.230;1.147.186;1.728.504;2.921.577;1.471.655;60.217;310;7.415.679;667.233;12.067.503;10.784.933;11.484.996;3.101.223;760.487;914;38.867.289;356.100;2.704.936;4.178.990;9.718.365;3.778.757;1.012.151;109;21.749.408;62.129;502.314;647.332;1.371.763;755.539;1.459.025;334.772;5.132.874;12.087;440.544;553.394;896.895;163.590;218.390;0;2.284.900;1.322.669;13.852.744;11.583.339;9.794.728;3.644.571;285.338;4.839;40.488.228;580;2.940;2.714;2.205;167;0;0;8.607;457.872;2.769.570;3.786.096;5.455.949;1.682.855;1.890.843;275.470;16.318.655;737.329;6.968.270;7.680.375;8.341.562;2.931.066;3.726.149;267.071;30.651.822;1.404;82.170;126.183.943
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2015;192.446.477;126.619;1.060.947;2.295.565;2.166.220;281.661;27.745;0;5.958.758;1.464.222;3.067.479;10.926.555;12.133.966;8.140.873;3.982.785;231.626;39.947.506;848.224;5.388.033;5.243.818;4.920.761;718.411;653.897;26.570;17.799.715;98.741;1.787.186;2.515.389;5.420.710;3.845.029;8.332.332;5.261.476;27.260.863;22.149;30.022;51.416;79.038;23.714;5.904;0;212.243;3.621.491;4.829.896;9.695.048;8.583.272;1.845.976;193.252;0;28.768.935;17.634;769.412;2.150.347;5.365.564;4.579.514;13.201.390;2.915.630;28.999.491;598.851;932.242;1.894.359;2.948.346;1.514.947;2.281.518;364.446;10.534.707;1.551.539;4.679.178;7.954.174;10.028.665;5.841.704;2.789.345;91.264;32.935.871;557;27.831;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2015;136.234.680;43.722;410.506;902.470;1.281.729;1.035.423;66.047;2.463;3.742.360;570.093;12.201.589;8.819.725;7.059.649;2.300.937;615.654;748.893;32.316.539;331.267;1.867.990;4.103.023;3.970.108;185.361;419.417;75.376;10.952.542;4.974;867.636;675.399;350.811;812.420;271.686;627.833;3.610.760;16.043;876.034;1.999.751;120.045;65.447;3.490;0;3.080.810;975.875;10.314.645;6.730.481;4.427.710;1.023.738;375.411;41.658;23.889.517;28;3.957;3.062;2.124;30;0;0;9.201;319.680;1.250.857;1.588.205;2.237.445;738.606;447.465;1.082.864;7.665.121;354.256;8.016.412;5.636.716;5.495.549;1.803.706;3.351.531;49.011;24.707.180;393;36.079;26.224.178
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2015;49.241.124;17.221;224.740;442.970;179.232;38.541;5.516;146;908.366;366.130;5.644.705;5.166.014;2.363.335;436.753;111.784;3.607;14.092.328;156.058;707.296;891.576;619.541;52.655;8.258;174;2.435.558;347;291.766;541.347;337.307;3.568;0;0;1.174.334;252;17.471;96.324;201.075;3.836;0;0;318.958;303.206;5.717.788;4.245.359;2.595.318;159.834;20.754;3.756;13.046.014;0;18;29;28;0;0;0;75;59.696;294.700;606.732;513.931;135.492;129.910;12;1.740.472;67.990;2.008.149;1.711.935;1.524.987;296.079;58.404;126;5.667.670;82;4.353;9.852.915
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2015;43.150.081;12.138;35.999;89.929;136.464;38.137;1.701;0;314.368;198.317;121.475;258.663;317.914;84.431;47.576;0;1.028.376;27.258;65.528;122.006;45.572;3.935;2.257;1;266.556;0;362.162;76.024;29.450;83.231;632.705;1.495.279;2.678.851;0;92;1.167;0;0;0;0;1.259;33.794;41.172;24.463;55.479;31.231;35.290;0;221.428;0;0;0;0;0;0;0;0;0;115.376;45.503;159.450;127.744;51.962;0;500.036;44.167;164.447;694.263;1.072.441;182.137;585.909;0;2.743.364;0;0;35.395.844
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2015;42.447.443;26.519;191.934;363.324;248.712;148.780;60.816;0;1.040.085;234.933;3.173.561;2.304.491;2.206.722;1.287.497;630.777;0;9.837.981;34.681;429.075;751.062;815.925;286.627;32.622;0;2.349.992;1.628;167.673;81.575;251.798;112.977;109.900;0;725.553;1.407;59.278;147.204;137.552;34.069;36.436;0;415.945;228.121;3.242.197;2.704.878;1.854.786;373.250;41.775;0;8.445.007;1;4;11;20;0;0;0;36;65.862;702.685;1.075.962;1.247.299;337.100;159.923;0;3.588.831;42.577;2.077.787;1.702.272;1.212.008;240.866;63.018;0;5.338.528;275;1.628;10.703.582
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2015;17.515.803;522;34.024;147.209;170.598;63.789;7.333;0;423.475;231.716;722.587;1.231.208;1.768.571;1.757.565;563.015;300.663;6.575.324;8.644;374.232;210.285;301.792;32.315;6.053;0;933.320;460;19.691;54.875;104.427;93.287;269.057;0;541.796;2.061;97.341;5.557;18.396;12.512;0;0;135.867;125.256;743.337;643.839;335.151;329.145;7.374;0;2.184.102;0;38;1.053;66;0;0;0;1.157;14.335;101.594;383.887;598.374;354.874;329.961;0;1.783.025;102.145;414.767;461.229;604.422;313.798;272.211;0;2.168.573;39;251;2.768.873
