Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2014;359.075.352;21.567;665.215;1.321.491;918.612;453.734;621.054;1.473;4.003.146;862.744;17.172.911;29.246.363;26.806.076;15.658.352;17.888.575;663.989;108.299.009;284.620;2.554.602;4.973.171;8.447.753;2.704.191;1.470.023;23.278;20.457.639;8.452;1.000.247;2.745.788;4.418.094;3.674.414;2.328.507;3.404.560;17.580.062;11.158;425.001;1.443.488;1.103.809;3.889.366;2.991.152;0;9.863.975;1.289.412;18.058.641;27.129.379;23.262.883;5.423.732;2.708.626;74.239;77.946.912;100.618;117.049;433.474;1.222.090;2.126.734;11.709.727;5.288.700;20.998.392;182.652;1.859.946;3.804.244;4.302.338;2.071.858;2.684.915;1.923.950;16.829.904;427.485;5.883.136;10.286.315;13.606.892;6.421.529;1.946.308;267.942;38.839.607;795;31.053;44.224.857
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2014;293.236.798;0;207.621;89.356;298.030;232.795;500.575;0;1.328.377;18.429;2.419.515;8.243.608;20.291.389;15.950.225;25.643.081;63.731;72.629.979;0;41.624;113.259;343.868;297.523;389.785;0;1.186.059;0;1.827.711;4.281.872;10.045.507;9.585.967;29.698.359;11.350.201;66.789.617;0;468.088;1.007.609;3.364.332;3.627.211;4.555.474;32.632;13.055.346;0;310.221;814.088;1.651.328;661.015;269.421;87;3.706.161;0;641.939;2.142.054;5.961.316;5.900.678;15.786.493;5.487.412;35.919.892;703;2.308.219;2.405.852;8.400.355;7.065.668;22.339.323;2.197.122;44.717.241;29.195;1.399.587;3.629.918;10.471.834;8.853.845;7.690.968;94.112;32.169.459;21.734.668;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2014;282.935.459;9.029;838.584;811.545;727.428;354.430;148.992;0;2.890.009;568.858;15.494.890;14.043.709;16.303.559;4.889.915;2.608.190;0;53.909.120;175.467;2.578.139;4.155.560;5.820.293;702.475;614.056;584;14.046.573;10.657;663.636;1.476.354;1.349.303;1.128.226;1.417.310;297.472;6.342.956;4.848;428.090;486.856;384.596;111.950;414.550;0;1.830.890;1.015.764;15.097.923;11.473.392;8.569.616;1.359.563;299.623;0;37.815.880;642;1.450;923;618;0;1;0;3.635;149.181;2.902.313;4.101.833;5.901.636;2.321.452;888.353;16.473;16.281.241;539.314;6.578.460;7.230.516;8.563.443;1.872.647;1.327.205;7.810;26.119.396;1.129;55.304;123.639.325
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2014;177.852.251;30.019;605.714;984.574;681.484;586.267;346.691;0;3.234.749;592.312;10.164.556;11.724.501;12.908.789;3.805.138;1.717.145;0;40.912.440;248.948;2.543.285;3.996.553;9.989.187;4.665.231;1.289.775;51.117;22.784.096;9.641;310.727;660.999;992.763;653.770;1.411.031;430.463;4.469.395;10.904;251.104;396.551;465.875;128.858;54.313;0;1.307.605;974.615;13.966.146;11.742.066;9.489.771;1.625.200;442.952;49;38.240.800;197;2.622;2.552;1.932;272;92;0;7.667;234.556;2.915.055;4.219.125;6.033.761;2.176.633;885.399;17.182;16.481.712;596.575;6.870.245;7.179.817;10.395.760;3.203.744;2.669.727;61.480;30.977.349;2.406;81.140;19.352.894
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2014;157.039.549;24.448;72.222;132.112;154.104;51.965;48.739;0;483.590;853.248;4.271.297;8.636.048;14.657.335;6.058.972;4.520.947;264.284;39.262.132;639.261;3.440.082;4.579.442;4.268.347;376.306;344.883;28.571;13.676.892;12.675;1.106.240;1.900.023;3.075.912;2.757.160;6.704.495;3.216.376;18.772.881;35.987;31.238;62.652;97.281;34.699;8.026;0;269.882;1.989.116;5.373.050;10.318.632;10.131.965;859.714;232.161;16;28.904.653;5.873;465.500;1.246.105;3.206.882;3.116.513;10.995.422;4.344.701;23.380.995;276.995;658.911;1.485.199;2.290.626;1.029.624;2.080.787;261.621;8.083.763;915.317;3.361.758;6.624.420;9.522.116;2.241.453;1.365.782;141.575;24.172.421;840;31.499;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2014;108.860.299;41.384;289.569;498.068;351.131;145.238;131.770;1.680;1.458.840;676.607;10.339.308;6.405.301;6.987.802;1.820.097;708.690;114.280;27.052.085;230.179;1.773.438;3.970.745;4.091.727;612.058;331.780;178;11.010.105;20.216;309.135;327.767;343.851;214.105;473.935;549.620;2.238.629;1.392;289.709;1.306.368;120.587;37.121;64.306;0;1.819.483;847.724;9.363.979;7.077.158;4.635.739;1.109.748;311.914;14.128;23.360.389;47;1.390;2.804;4.166;59;15;0;8.481;176.469;1.239.335;1.731.779;2.428.013;1.160.141;334.915;3.593;7.074.245;362.637;4.521.951;5.027.570;6.269.887;1.535.898;2.878.386;267.034;20.863.362;1.118;32.807;13.940.756
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2014;46.767.532;3.224;183.182;455.181;304.428;39.335;6.629;0;991.979;111.148;4.270.085;3.139.757;1.849.898;962.375;943.431;0;11.276.695;26.635;723.085;1.028.894;1.213.858;340.781;55.373;0;3.388.627;1.363;42.733;69.292;58.184;21.574;44.400;0;237.545;3.114;81.806;56.094;76.864;27.888;45.781;0;291.546;99.759;4.648.597;3.965.306;2.515.904;548.936;29.052;0;11.807.553;2;36.545;1.562;4;0;0;0;38.112;54.180;939.231;1.746.093;2.120.313;490.787;150.043;0;5.500.646;34.532;1.898.109;1.580.419;1.305.322;230.680;71.401;0;5.120.462;100;1.278;8.112.989
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2014;44.763.969;14.525;221.205;241.771;298.463;51.185;42.102;1.618;870.869;287.325;4.851.649;4.979.804;3.060.024;869.751;132.951;1.388;14.182.892;109.991;734.187;1.111.840;622.963;70.632;10.252;556;2.660.421;675;181.035;108.533;276.916;12.036;0;368;579.563;197;85.968;120.814;16.475;1.486;0;92;225.031;189.316;4.606.621;4.155.013;1.962.411;412.335;42.651;11.017;11.379.363;0;89;13;10;0;0;3;115;23.729;405.045;589.634;536.981;153.583;120.809;414;1.830.194;54.078;1.578.347;1.804.170;1.555.755;405.377;24.030;1.384;5.423.140;163;11.294;7.600.924
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2014;17.576.935;1.003;104.004;95.170;117.514;41.777;7.964;0;367.432;754.471;843.838;1.777.653;1.799.170;882.172;491.960;0;6.549.264;41.205;173.231;347.622;337.899;103.373;21.551;0;1.024.881;1.703;68.830;86.791;128.236;111.547;257.031;8.127;662.266;128;59.017;18.519;39.463;596;0;0;117.723;53.011;562.548;1.024.224;560.747;128.175;64.279;0;2.392.983;0;30;80;90;8;0;0;208;14.365;138.306;517.693;467.963;305.186;177.304;0;1.620.817;21.310;393.575;1.112.149;570.363;204.482;189.336;0;2.491.215;68;266;2.349.810
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2014;13.539.345;684;51.700;65.318;23.038;7.632;9.676;0;158.048;77.267;1.200.725;2.102.073;1.123.449;310.409;149.957;0;4.963.880;13.664;177.904;361.952;697.252;221.222;19.444;0;1.491.439;204;29.373;45.451;67.867;40.849;35.884;0;219.629;111;10.057;10.525;17.994;10.465;3.268;0;52.419;86.606;1.060.274;1.385.103;746.929;230.037;131.375;0;3.640.324;13;2.459;7.151;11.441;9.190;37.815;0;68.069;9.518;135.026;148.938;154.112;67.027;37.538;0;552.158;20.169;458.948;699.410;664.408;233.802;152.338;0;2.229.075;175;8.238;155.891
