Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2018;296.605.200;0;36.413;119.002;425.524;306.162;321.297;0;1.208.399;75.207;2.283.977;5.372.695;12.396.254;8.016.135;8.162.530;40.164;36.346.961;0;29.960;67.479;171.182;135.462;45.789;0;449.872;0;2.134.290;5.641.936;14.723.976;13.180.026;50.603.849;15.157.703;101.441.780;0;670.780;1.379.397;3.380.812;1.980.151;655.906;0;8.067.047;317;279.374;873.625;2.485.692;425.936;212.766;67;4.277.777;1.903;928.173;2.779.805;7.438.645;7.307.728;20.701.763;8.158.814;47.316.830;658;2.924.397;4.456.881;9.819.911;7.642.310;21.191.833;3.649.860;49.685.850;107.253;2.237.300;3.870.125;6.262.194;3.261.584;10.483.227;180.530;26.402.213;21.408.472;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2018;288.537.343;121.962;585.370;1.304.678;904.379;654.922;349.866;6.780;3.927.958;1.206.153;13.718.486;21.960.235;20.071.424;17.857.675;13.958.860;355.346;89.128.181;817.820;1.241.766;2.930.727;3.345.839;1.007.019;566.162;145.715;10.055.048;3.676;607.433;1.486.612;2.206.884;1.477.860;2.071.949;3.152.375;11.006.789;9.415;336.057;234.990;331.075;800.815;459.644;6.058;2.178.055;1.438.274;11.965.238;17.831.151;12.310.758;3.593.320;2.474.851;721.997;50.335.589;734;978.154;2.581.289;6.207.809;6.294.957;27.417.753;1.432.158;44.912.855;96.114;939.866;1.519.286;2.723.429;1.585.057;4.237.357;2.516.294;13.617.403;539.935;3.804.310;5.752.682;11.324.953;3.508.554;2.830.283;1.005.632;28.766.349;31;1.172;34.607.914
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2018;287.180.175;10.036;447.134;1.294.986;884.912;377.596;85.589;0;3.100.254;386.425;13.883.260;11.858.152;8.789.164;2.734.383;540.226;0;38.191.610;494.756;1.352.973;2.491.885;2.215.613;299.213;182.581;141;7.037.161;23.649;630.409;701.758;1.119.922;630.791;1.187.331;326.832;4.620.693;3.566;654.003;991.355;123.066;47.043;282.617;0;2.101.650;691.976;10.727.894;11.391.911;7.551.309;1.249.376;133.544;0;31.746.010;50;3.290;270;461;0;0;0;4.070;198.240;1.932.704;2.167.031;3.225.787;1.226.139;5.237.514;0;13.987.415;867.674;6.476.219;6.761.900;7.538.507;2.166.517;1.061.104;0;24.871.921;53;10.771;161.508.565
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2018;271.083.786;28.135;356.500;1.202.978;1.016.615;221.009;69.172;15;2.894.425;562.054;13.341.558;18.218.457;9.398.606;3.648.926;6.215.815;615.368;52.000.784;448.170;2.508.749;3.081.053;6.109.798;2.027.816;867.025;239.937;15.282.547;14.800;334.995;680.488;1.112.764;587.754;1.375.840;65.439;4.172.079;15.703;401.105;148.745;117.665;36.821;11.557;2;731.597;932.345;20.961.036;13.235.943;8.485.299;1.643.770;530.410;1.745;45.790.548;179;4.487;4.455;2.862;127;2;0;12.112;141.316;2.974.293;2.944.028;4.746.705;2.159.195;2.439.013;14;15.404.564;899.787;8.036.384;10.433.179;10.156.288;3.191.544;3.818.877;134.558;36.670.617;193;9.567;98.114.754
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2018;159.919.902;34.107;64.602;275.720;128.104;48.441;57.151;8;608.133;719.774;2.205.608;4.895.010;10.465.936;5.215.513;1.906.038;109.818;25.517.696;988.240;2.224.743;4.192.863;4.700.923;358.000;220.029;16.266;12.701.064;19.866;1.398.088;3.273.557;6.090.112;4.595.565;12.569.856;5.991.799;33.938.844;14.318;12.551;26.834;34.908;12.243;10.498;11;111.362;1.725.463;2.650.745;7.105.389;4.785.468;822.930;193.494;3.532;17.287.023;28.514;1.147.894;3.206.107;7.539.168;6.494.968;18.611.094;2.125.443;39.153.188;219.927;455.578;1.431.028;2.184.758;1.414.449;3.062.309;146.497;8.914.546;1.611.109;2.504.309;5.929.437;7.367.480;2.206.095;2.040.477;26.708;21.685.615;0;2.431;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2018;128.399.688;118.028;214.526;703.619;454.894;138.574;68.981;193;1.698.814;645.960;16.072.740;9.724.769;4.033.429;1.311.419;287.668;353.774;32.429.760;185.719;1.043.162;1.844.258;1.103.270;418.022;238.660;772;4.833.863;12.745;242.741;642.820;396.488;392.436;450.540;599.442;2.737.212;5.769;402.792;1.597.180;96.180;29.087;32.412;0;2.163.420;739.388;11.515.903;8.801.253;4.571.017;773.592;311.059;10.929;26.690.323;2;33.896;122.577;232.632;71.818;223.432;0;684.357;263.179;1.213.994;1.054.923;1.792.632;706.842;4.928.999;106.762;10.067.331;585.461;6.449.344;6.292.577;5.830.247;2.295.776;1.617.251;168.342;23.238.998;356;5.312;23.849.943
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2018;49.334.132;1.453;215.046;338.753;431.805;46.616;2.130;0;1.035.803;26.169;4.709.011;3.905.074;2.612.401;784.949;1.984.843;0;14.022.445;3.307;367.701;558.016;963.625;245.041;10.510;0;2.148.199;14;296.925;215.858;511.977;136.710;52.625;0;1.214.108;5;78.507;37.516;37.667;22.994;0;0;176.688;12.517;4.794.089;4.236.089;2.089.203;341.674;123.536;0;11.597.107;32;14.428;10;21;6;0;0;14.496;2.444;582.817;684.504;661.926;258.510;86.219;0;2.276.420;16.718;3.095.936;2.563.304;2.004.232;583.322;92.932;0;8.356.444;73;135;8.492.212
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2018;18.889.440;2.202;30.048;230.385;192.535;25.552;371;0;481.093;170.878;344.700;968.830;1.032.698;111.583;0;0;2.628.688;638;63.304;88.728;169.880;3.556;773;0;326.879;74.088;172.626;124.790;208.394;237.484;1.362.084;1.565.131;3.744.598;0;0;307.442;0;45.042;469.728;0;822.212;44;47.200;51.864;11.292;5.313;65;0;115.778;0;0;0;0;0;0;0;0;102.940;14.928;38.183;86.100;32.638;2.735;0;277.525;58.380;147.614;554.668;698.383;72.470;289.220;0;1.820.736;126.739;0;8.545.191
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2018;12.743.189;0;32.965;224.009;121.713;37.673;9.977;0;426.337;104.906;701.343;1.653.307;1.129.562;185.331;93.031;0;3.867.480;7.204;214.724;609.551;577.899;39.312;5.343;0;1.454.034;0;207.717;139.200;57.019;30.788;559;0;435.283;6;75.286;89.794;46.820;5.000;0;0;216.906;7.841;659.161;922.504;397.079;48.389;29.179;0;2.064.153;0;0;0;0;0;0;0;0;0;103.562;177.012;245.753;55.167;15.537;0;597.030;8.385;456.137;566.841;573.021;139.369;1.608;0;1.745.361;0;1;1.936.603
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2018;12.624.873;627;31.473;81.936;114.911;46.529;0;0;275.477;42.541;868.012;1.259.075;1.329.552;454.805;154.041;0;4.108.026;2.528;16.289;46.006;55.532;1.948;8;0;122.311;88;8.047;22.308;43.294;20.539;35.680;0;129.955;11;13.601;753;988;107;0;0;15.460;4.642;1.233.578;427.831;526.880;20.772;425;0;2.214.128;0;3;8;15;6;0;0;33;5.826;135.660;285.066;490.802;178.227;54.649;0;1.150.230;5.838;934.611;714.195;528.286;167.430;45.113;674.314;3.069.788;0;0;1.539.466
