Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;369.780.340;26.743;644.364;1.226.979;793.204;466.796;665.278;472;3.823.837;1.055.158;17.295.847;29.372.522;24.865.850;16.550.642;17.750.820;523.160;107.414.000;289.216;2.626.984;5.122.894;8.654.510;2.661.021;1.482.045;20.824;20.857.493;10.455;1.248.342;3.152.425;3.798.887;3.578.534;2.262.443;3.653.094;17.704.179;11.203;1.475.830;436.667;1.093.582;3.888.328;2.975.514;0;9.881.125;1.456.886;17.251.415;26.255.641;21.770.039;5.632.397;3.236.357;9.489;75.612.225;100.990;105.990;520.913;1.640.352;2.990.775;15.145.806;5.646.020;26.150.847;182.485;1.821.065;3.671.079;4.204.006;2.105.990;2.905.101;2.152.280;17.042.006;452.298;6.206.396;10.324.426;13.488.897;7.279.504;2.738.921;432.375;40.922.818;642;29.254;50.341.914
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2014;325.878.504;10.470;493.123;995.772;933.066;433.133;177.546;137;3.043.248;779.010;13.847.333;14.545.278;15.879.586;5.362.107;2.590.062;0;53.003.375;139.052;2.248.243;4.449.887;5.646.340;587.837;511.859;565;13.583.784;13.660;921.353;1.306.404;1.301.335;1.127.865;1.385.040;291.037;6.346.694;4.865;440.484;349.724;377.066;113.029;407.008;0;1.692.176;1.062.761;14.303.147;11.752.759;8.300.978;1.399.513;319.032;1.042;37.139.232;1.534;1.493;770;591;47;1;0;4.436;174.972;3.076.377;3.773.747;5.901.838;2.270.878;958.906;19.331;16.176.049;524.728;8.095.437;6.382.476;9.883.694;1.808.983;1.203.698;7.320;27.906.335;731;54.692;166.927.753
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2014;309.883.023;0;39.049;126.132;357.919;341.933;527.252;0;1.392.284;48.931;2.977.079;8.569.338;20.870.773;16.785.984;26.419.654;46.225;75.717.983;0;35.658;106.546;331.666;288.148;368.955;0;1.130.974;4.687;1.669.718;4.646.870;10.527.584;9.978.507;30.943.688;11.899.761;69.670.816;0;298.012;1.234.760;3.777.266;3.842.740;4.440.472;16.316;13.609.566;54;295.699;891.267;1.679.614;781.390;322.411;0;3.970.436;12.638;656.947;2.351.461;6.200.172;6.051.921;16.471.606;5.701.954;37.446.700;244;2.413.335;2.492.079;10.075.959;7.596.425;23.879.351;2.178.982;48.636.374;69.204;1.065.308;4.338.789;12.175.598;8.666.337;7.310.494;83.181;33.708.911;24.598.979;0;0
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2014;241.027.610;34.373;563.746;933.044;665.183;546.851;335.714;0;3.078.912;700.712;10.048.650;11.126.440;12.482.229;3.961.156;1.639.001;519;39.958.707;311.102;2.469.909;4.062.145;10.138.287;4.652.960;1.371.957;22.957;23.029.316;8.613;586.299;431.220;1.002.541;663.982;1.417.437;421.855;4.531.947;9.422;320.251;387.917;472.336;123.484;49.483;0;1.362.893;1.011.371;13.276.817;12.069.796;8.983.302;1.596.822;433.649;47;37.371.805;235;2.657;1.940;1.566;258;65;0;6.720;258.414;2.852.879;4.134.903;6.003.300;2.167.137;1.120.114;16.441;16.553.188;635.155;7.049.714;7.555.624;11.158.446;3.037.670;2.795.969;97.976;32.330.554;2.211;81.153;82.720.205
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2014;163.486.743;28.414;99.540;152.958;138.389;49.300;37.983;0;506.584;901.087;3.799.766;6.558.637;15.177.097;8.488.328;4.752.788;172.122;39.849.825;676.761;4.061.820;4.609.064;4.265.077;491.623;342.107;16.320;14.462.774;17.163;1.373.587;1.742.735;4.399.338;3.094.513;5.876.676;3.157.781;19.661.793;76.911;42.293;58.139;77.540;17.894;4.307;0;277.085;2.307.494;5.510.385;10.656.222;9.132.905;889.846;208.347;125;28.705.323;11.142;577.812;1.696.912;4.266.991;3.818.481;11.005.357;2.935.347;24.312.041;342.285;910.127;1.420.652;2.220.068;1.188.888;1.991.852;245.396;8.319.268;1.283.706;3.062.726;5.962.457;11.092.909;2.961.125;2.901.064;96.875;27.360.862;905;30.284;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2014;115.101.472;20.816;364.985;506.434;323.216;148.436;133.935;2.438;1.500.260;591.694;9.294.439;7.644.458;7.272.392;1.805.424;700.604;120.630;27.429.642;182.267;1.767.244;3.738.295;4.609.210;478.124;347.207;184;11.122.532;20.245;297.467;480.731;408.518;360.371;249.337;552.153;2.368.824;1.118;167.783;1.998.773;136.913;45.238;61.580;0;2.411.405;791.136;9.748.939;7.183.550;4.333.510;1.046.723;404.008;6.107;23.513.974;43;1.324;2.640;3.510;61;11;0;7.589;145.816;1.427.344;1.890.052;2.468.925;890.005;356.146;3.960;7.182.249;339.316;4.053.249;6.325.096;6.453.177;1.475.891;2.873.497;291.320;21.811.546;982;32.506;17.719.964
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2014;46.025.353;5.298;222.710;507.591;241.277;58.912;27.145;0;1.062.933;99.691;3.948.948;2.957.208;1.923.401;1.028.659;956.819;0;10.914.727;31.448;734.751;975.980;1.269.050;234.151;46.183;0;3.291.564;1.884;181.720;58.273;52.238;19.614;43.064;0;356.793;1.867;61.580;51.739;73.713;29.557;43.004;0;261.460;110.378;5.013.333;3.716.556;2.391.405;520.194;35.916;0;11.787.782;0;5.286;40;2;0;0;0;5.329;62.257;993.997;1.591.341;1.919.356;463.439;152.657;0;5.183.049;39.755;1.843.700;1.686.492;1.293.448;209.725;69.206;0;5.142.326;0;1.311;8.018.078
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2014;45.771.189;16.263;158.445;317.764;361.202;46.111;39.615;139;939.538;237.956;5.539.496;4.480.538;2.889.523;789.451;147.602;2.758;14.087.324;75.192;757.362;1.036.457;670.438;130.083;7.907;69;2.677.508;837;205.090;89.901;286.815;11.682;0;0;594.325;152;123.897;27.433;16.442;1.115;0;0;169.039;198.853;4.845.590;4.209.385;1.840.973;430.761;46.064;5.738;11.577.364;0;29;58;15;0;0;0;101;33.575;341.083;572.105;521.627;155.231;129.164;1.148;1.753.934;58.680;1.867.380;1.703.609;1.762.305;399.479;17.582;319;5.809.354;144;8.966;8.153.593
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2014;17.742.382;1.914;41.140;131.424;124.104;37.776;7.929;0;344.286;687.293;859.542;1.592.696;1.806.920;925.712;551.153;0;6.423.315;44.119;164.236;325.407;359.306;87.760;18.090;0;998.919;3.025;31.650;83.626;127.397;105.570;247.577;4.886;603.730;32.896;6.639;22.447;32.993;281;0;0;95.255;45.529;640.113;978.048;548.070;155.216;54.752;0;2.421.728;0;30;76;80;2;0;0;188;14.507;185.733;272.244;498.471;285.837;208.078;0;1.464.870;111.258;655.645;642.137;577.650;231.616;177.806;0;2.396.113;63;290;2.993.624
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2014;14.939.292;8.935;30.887;24.312;75.138;22.841;0;0;162.113;12.079;192.731;1.210.009;1.126.841;206.106;74.394;0;2.822.160;0;248.248;505.569;194.445;6.163;4.245;13;958.682;0;412.158;463.230;3.720;36.688;329.087;972.625;2.217.507;1.976;2.027;2.596;18.117;0;0;0;24.717;0;40.657;160.098;93.948;36.704;6.903;0;338.311;0;0;1.917;18.752;37.503;187.515;206.231;451.917;0;4.065;77.175;135.905;113.264;104.934;0;435.343;9.909;1.367.317;1.067.733;885.168;222.211;97.062;239;3.649.638;0;0;3.878.904
