Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2017;330.648.975;0;244.524;697.472;2.254.832;174.851;64.840;0;3.436.519;177.963;2.994.344;8.807.291;18.597.434;14.487.929;11.609.741;130.322;56.805.024;0;37.938;109.772;291.018;268.424;670.007;367.619;1.744.778;11.427;2.019.639;5.692.641;14.107.022;12.861.905;42.066.162;14.405.147;91.163.942;0;690.883;1.942.210;4.185.067;3.479.483;2.278.694;0;12.576.338;12.498;356.247;916.788;2.065.856;1.091.024;334.707;3.150;4.780.269;147.109;1.302.298;3.397.945;8.329.711;7.713.183;22.481.306;6.524.135;49.895.688;1.013.574;4.198.758;5.436.720;8.751.396;9.002.059;21.578.431;3.604.771;53.585.708;866.800;2.904.381;4.841.074;9.978.596;6.872.505;7.205.140;78.632;32.747.128;23.913.580;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2017;314.959.344;122.508;422.422;1.702.215;4.998.661;515.574;548.464;50.348;8.360.192;1.709.029;9.246.178;20.637.204;22.176.150;21.433.889;10.838.278;1.094.413;87.135.141;870.996;2.012.513;4.404.547;5.690.883;1.505.059;926.207;601.325;16.011.531;46.240;1.272.782;2.725.368;5.048.553;1.091.840;1.423.496;3.957.376;15.565.657;10.664;319.743;2.562.391;1.429.857;1.155.585;3.443.237;7.683;8.929.161;2.338.840;10.266.510;16.549.142;17.605.781;7.282.591;3.026.981;1.487.565;58.557.410;582;385.515;1.475.723;4.730.937;4.917.893;23.528.153;3.559.231;38.598.034;266.709;933.596;1.940.231;3.584.415;1.960.676;4.177.908;3.216.245;16.079.780;2.587.524;3.916.169;7.974.009;8.679.029;5.756.038;2.828.929;1.108.841;32.850.538;109;1.401;32.870.391
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2017;303.113.554;42.843;1.477.507;1.701.998;2.761.188;230.078;109.084;0;6.322.700;739.691;12.690.374;13.967.488;11.817.365;3.653.897;1.809.037;0;44.677.852;563.586;1.846.800;3.745.818;3.599.514;469.608;219.931;178;10.445.437;6.290;1.142.955;987.917;1.742.636;1.007.143;1.482.242;286.960;6.656.144;2.701;134.672;207.540;259.431;53.097;348.740;0;1.006.180;810.933;10.565.586;9.160.795;7.328.885;1.249.947;249.400;0;29.365.546;1.596;424;511;692;34;0;0;3.256;138.041;1.655.036;2.498.136;3.313.933;1.095.333;3.319.728;9.112;12.029.319;362.196;5.605.848;5.146.966;6.193.344;2.036.876;1.654.897;1.797;21.001.924;23.162;10.133;171.571.901
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2017;243.658.170;82.046;1.433.360;1.942.786;3.109.550;230.276;68.253;0;6.866.271;1.092.646;11.823.247;16.120.606;11.779.090;2.077.648;1.394.219;32.887;44.320.343;584.336;2.440.072;4.503.848;9.279.323;3.114.929;817.223;231.993;20.971.724;120.021;499.832;1.008.404;1.993.239;726.924;1.583.145;217.133;6.148.699;9.884;484.394;516.336;244.374;211.470;8.464;18;1.474.939;1.477.935;13.122.287;11.179.034;9.801.780;1.517.336;298.119;884;37.397.374;18;3.970;4.000;5.390;3.369;0;0;16.746;264.829;2.638.829;2.826.393;3.686.464;1.440.078;1.965.076;162.528;12.984.195;741.506;6.868.341;8.859.287;9.418.878;3.289.913;4.137.368;243.683;33.558.977;1.104;9.706;79.908.090
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2017;184.199.190;92.607;524.903;1.377.490;2.480.674;36.670;68.105;13;4.580.461;1.039.337;6.803.607;5.976.901;15.062.645;3.624.032;1.057.744;171.375;33.735.641;985.163;4.330.406;5.470.318;5.574.638;306.703;679.347;23.867;17.370.442;19.702;4.748.757;3.102.302;5.716.556;4.145.201;10.617.516;6.182.180;34.532.213;20.980;22.396;50.637;72.012;5.298;2.390;9;173.722;2.711.099;4.692.147;8.646.318;8.584.607;229.806;115.679;2.916;24.982.573;2.471;1.050.819;2.784.870;6.813.816;5.236.631;16.323.674;2.270.148;34.482.429;386.263;1.484.938;2.021.814;2.143.208;863.011;2.663.528;389.740;9.952.501;1.237.540;4.199.285;7.251.081;9.106.103;1.344.537;1.153.710;94.202;24.386.457;254;2.496;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2017;119.790.293;104.629;511.967;958.825;1.720.225;220.220;55.614;2.492;3.573.973;761.547;10.817.080;9.400.933;7.242.460;1.805.354;804.063;16.350;30.847.787;705.627;1.837.504;3.485.238;1.520.217;202.011;380.965;56.581;8.188.143;2.415;636.849;344.447;1.135.896;312.803;446.959;667.779;3.547.148;36.970;1.297.191;2.170.065;99.395;14.236;1.892;0;3.619.749;732.830;10.176.291;8.705.881;4.533.671;1.022.638;371.120;7.932;25.550.364;24;445;1.015;800;9;0;0;2.293;111.354;1.152.633;1.425.072;1.868.504;644.399;552.052;1.259.822;7.013.835;438.212;5.388.004;5.153.804;5.748.030;1.862.076;2.875.839;4.544;21.470.510;381;4.040;15.972.071
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2017;42.041.062;4.935;271.776;328.003;355.768;92.059;6.510;0;1.059.051;33.208;2.984.843;3.807.701;3.330.058;727.621;299.560;75.530;11.258.520;74.929;392.828;620.281;580.352;87.618;21.711;0;1.777.718;1.531;119.508;85.932;264.843;120.651;42.793;0;635.258;157;32.800;20.333;34.967;27.550;15.941;0;131.748;80.039;4.085.008;3.672.063;1.833.135;155.631;40.789;0;9.866.665;0;40;38;5;0;0;0;83;10.724;502.514;606.447;670.001;238.859;146.432;0;2.174.977;12.382;2.595.053;2.072.821;1.570.807;379.598;61.777;0;6.692.438;1.248;60;8.443.295
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2017;13.234.201;4.569;43.499;136.670;352.476;0;0;0;537.214;8.594;3.612.918;2.801.392;1.101.507;423.266;0;0;7.947.678;118.653;3.362;103.319;4.414;2.345;0;0;232.093;0;3.539;99.077;26.610;61.418;0;0;190.645;1;262.656;54.781;0;0;0;0;317.438;11.492;1.122.176;1.169.867;270.435;17.474;0;49;2.591.492;0;0;0;0;0;0;0;0;1.630;61.061;23.280;14.436;1.781;0;0;102.188;128.645;849.105;167.247;28.124;70;0;2;1.173.193;142.240;20;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2017;13.041.548;248;27.287;72.727;110.537;15.572;2.592;0;228.964;19.262;685.931;1.013.418;2.395.646;620.204;300.151;0;5.034.612;35.359;57.602;131.728;119.317;21.725;0;0;365.731;1.381;30.093;47.489;100.138;90.850;180.286;0;450.238;84;98.309;101.098;67.864;49.801;149.651;0;466.807;16.887;548.536;334.846;376.643;178.126;1.538;0;1.456.576;0;11;10;0;0;0;0;21;8.677;91.142;319.092;490.002;255.793;198.672;0;1.363.378;74.343;596.717;563.074;588.680;174.732;131.711;0;2.129.257;0;0;1.545.964
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2017;12.237.323;20.436;131.956;294.601;255.952;34.318;14.651;0;751.914;13.323;842.451;1.284.732;1.233.543;264.424;108.868;0;3.747.340;27.929;194.256;375.668;436.444;32.355;4.211;0;1.070.863;7;60.291;198.047;139.857;13.888;923;0;413.013;0;11.965;18.527;33.490;4.182;0;0;68.164;13.389;488.516;718.860;463.279;59.848;45.900;0;1.789.792;0;0;0;0;0;0;0;0;662;100.153;168.371;186.269;58.820;29.896;0;544.172;56.752;272.777;655.625;403.103;90.404;17.013;0;1.495.674;0;1;2.356.390
