Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2016;342.670.568;56.913;273.521;745.169;2.238.970;963.457;256.340;0;4.534.370;186.532;3.670.922;8.994.496;21.581.302;15.158.511;15.987.365;140.534;65.719.662;0;47.746;120.553;329.626;263.160;680.524;375.905;1.817.514;15;2.695.869;5.520.961;14.154.128;11.860.377;39.233.675;14.732.190;88.197.215;0;525.906;1.782.068;4.625.499;3.421.894;3.078.645;0;13.434.013;2.949;337.362;919.886;2.126.154;1.117.305;416.288;0;4.919.943;129.249;1.124.819;3.297.873;8.569.559;7.533.816;22.826.613;7.198.419;50.680.348;1.492.111;2.090.055;7.255.905;9.033.630;8.610.940;21.872.354;3.755.072;54.110.067;547.159;1.807.602;5.328.954;11.300.682;6.870.331;7.555.195;190.611;33.600.536;25.656.900;0;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;330.641.890;174.233;723.874;1.239.569;1.023.404;5.165.713;604.338;38.953;8.970.085;1.848.887;10.263.895;21.120.164;25.030.965;17.526.521;12.152.023;407.347;88.349.802;440.390;2.521.652;5.015.271;7.354.196;1.609.592;1.090.102;277.700;18.308.903;10.388;1.253.425;2.462.316;5.377.021;1.195.870;1.781.341;3.944.826;16.025.187;10.380;504.531;558.369;4.508.268;1.175.466;3.455.257;4.052;10.216.323;2.279.596;12.938.887;18.893.972;16.377.700;8.884.567;3.627.845;997.430;63.999.997;1.001;229.587;875.110;4.677.361;4.713.781;23.349.346;4.333.766;38.179.952;266.200;1.239.388;2.147.968;3.761.993;2.152.836;4.109.110;3.073.682;16.751.147;1.660.038;4.319.741;8.441.474;10.359.260;5.851.497;3.254.219;607.609;34.493.839;139;22.105;35.324.411
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;311.845.039;154.449;1.010.871;2.303.324;2.614.062;747.924;128.152;0;6.958.781;635.944;13.627.112;14.466.725;12.626.213;4.550.613;2.058.335;0;47.964.942;451.688;2.390.823;4.019.689;3.937.550;522.526;251.176;249;11.573.701;6.891;1.357.104;822.637;1.671.441;979.612;1.560.960;327.248;6.725.891;44.289;148.894;231.776;289.440;81.061;359.421;0;1.154.880;1.117.564;12.081.803;10.283.285;7.355.852;1.111.913;266.792;0;32.217.209;1.360;1.194;430;556;1;0;0;3.542;200.246;1.894.812;2.699.036;3.801.344;1.062.176;666.223;16.165;10.340.001;453.172;5.562.582;5.731.598;5.981.003;1.793.859;1.812.004;3.034;21.337.252;43.169;63.492;173.462.178
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;269.223.701;257.641;1.227.131;2.132.902;3.168.568;804.305;75.196;4;7.665.746;1.356.593;12.534.843;17.501.471;11.702.299;2.651.227;1.183.488;13.119;46.943.040;757.976;2.120.900;4.861.025;10.156.613;3.513.086;920.443;49.031;22.379.072;119.915;876.455;1.145.273;1.551.775;634.854;1.394.915;258.897;5.982.083;13.551;563.956;194.906;183.615;215.005;96.989;0;1.268.023;1.815.924;15.004.746;11.792.125;9.622.142;2.430.449;314.781;2.091;40.982.257;123;4.291;4.442;5.855;3.580;705;0;18.996;358.577;2.840.871;3.402.949;4.277.031;1.428.727;1.912.084;209.009;14.429.249;2.007.923;7.231.074;8.354.953;9.764.616;3.418.393;3.946.534;276.209;34.999.702;1.103;88.802;94.465.627
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;191.800.178;114.981;696.615;1.356.726;2.712.233;326.391;71.639;289;5.278.873;1.218.099;6.614.488;8.737.812;13.010.546;6.475.976;1.038.669;201.220;37.296.810;878.352;4.876.585;5.251.686;5.430.560;364.748;681.841;25.654;17.509.425;86.035;3.053.692;3.940.158;6.203.635;4.030.649;9.744.687;6.028.534;33.087.391;11.995;24.568;52.877;81.750;7.441;3.285;1;181.916;3.147.986;4.540.244;9.068.884;8.938.033;522.309;132.956;5.648;26.356.059;8.490;920.588;2.598.973;6.719.112;5.308.958;16.070.195;2.525.966;34.152.282;482.381;963.105;1.733.425;3.188.302;859.437;2.526.217;431.015;10.183.882;1.505.375;3.818.967;7.051.100;10.362.744;3.529.724;1.364.481;95.105;27.727.496;507;25.537;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;125.819.722;106.729;536.430;1.150.166;1.353.549;555.523;60.190;2.479;3.765.066;421.217;12.503.056;9.804.755;7.414.388;1.861.918;738.067;139.458;32.882.859;353.233;1.796.705;3.763.845;2.328.113;245.845;399.852;87.514;8.975.108;3.592;1.448.201;195.219;617.698;572.388;287.841;690.127;3.815.066;28.705;980.763;2.052.633;125.671;16.819;2.200;0;3.206.791;695.793;11.239.258;8.897.733;4.498.449;992.645;298.977;79.373;26.702.229;4;659;582;1.320;9;2;0;2.576;189.826;1.153.467;1.589.125;2.060.379;571.655;429.765;1.190.910;7.185.126;528.125;5.168.141;4.995.914;5.561.653;1.777.359;3.312.589;20.224;21.364.005;391;37.929;17.882.576
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;43.638.256;1.263;209.378;212.169;249.974;127.491;7.257;0;807.531;42.744;3.264.771;3.779.711;3.541.725;983.177;392.967;0;12.005.095;26.641;354.971;728.576;722.778;99.499;16.494;0;1.948.959;271;100.333;83.827;268.596;113.013;63.334;0;629.374;1.401;58.368;20.949;35.378;26.323;22.772;0;165.192;56.341;3.966.322;3.414.632;1.828.215;209.505;35.668;0;9.510.683;0;173;31;20;0;0;0;224;28.807;427.298;772.473;760.506;217.368;118.417;0;2.324.868;156.910;2.714.397;1.997.146;1.262.068;231.396;62.941;0;6.424.858;457;1.733;9.819.282
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;14.318.190;63.633;57.397;55.623;120.086;9.878;3.728;0;310.346;36.716;732.353;992.489;2.002.028;1.195.378;351.798;0;5.310.763;277.750;52.395;188.524;160.198;28.547;0;0;707.414;419;18.349;52.204;108.788;92.912;226.402;0;499.074;174.152;38.909;9.865;46.668;25.641;12.400;0;307.634;40.271;800.614;442.148;500.156;38.240;2.804;0;1.824.234;0;11;26;3;0;0;0;39;10.360;110.413;311.731;569.960;261.892;254.919;0;1.519.276;22.265;833.892;574.541;583.266;178.483;160.891;0;2.353.337;0;150;1.485.922
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;13.312.359;355;63.283;141.209;325.486;102.780;0;0;633.113;128.972;2.510.322;2.119.773;1.253.292;276.242;379;0;6.288.979;171;3.801;127.210;105.022;3.428;0;0;239.631;0;103.011;238.386;21.767;61.422;0;0;424.586;0;131.967;24.230;0;0;0;0;156.197;26.244;1.092.930;2.968.530;194.276;20.877;0;0;4.302.857;0;0;0;0;0;0;0;0;889;17.230;37.452;24.359;2.509;0;0;82.440;269;876.331;184.964;39.868;4;0;0;1.101.435;83.056;66;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2016;11.863.456;5.002;60.893;292.250;332.129;37.352;17.031;0;744.657;42.271;677.648;1.338.402;1.148.688;213.112;99.106;0;3.519.228;7.772;200.123;466.009;467.749;37.027;7.122;0;1.185.802;491;270.149;205.986;98.625;2.287;1.312;0;578.850;0;11.667;13.466;2.996;0;0;0;28.128;4.723;434.092;793.623;414.094;67.499;38.428;9;1.752.467;0;0;0;0;0;0;0;0;1.259;104.446;173.565;177.697;65.846;36.958;0;559.772;11.060;309.038;525.579;370.111;96.030;35.015;0;1.346.832;0;51;2.147.668
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2016;11.706.489;5.464;84.356;134.593;178.323;45.142;38.241;0;486.120;272.429;903.476;1.236.658;720.674;279.841;242.302;2.997;3.658.377;38.796;135.587;299.202;563.225;128.012;24.138;29.351;1.218.312;856;21.009;40.445;71.020;31.152;27.447;0;191.930;222;5.214;8.656;11.564;2.740;1.008;0;29.404;144.185;824.407;1.037.309;676.563;163.504;117.203;3.204;2.966.375;0;1.501;4.470;10.390;8.313;29.878;0;54.551;24.251;95.682;147.164;170.226;52.106;19.339;0;508.769;51.879;388.080;754.784;905.821;202.292;121.588;6.066;2.430.509;153;7.851;154.139
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2016;10.097.588;9;1.650;14.131;13.582;11.258;10.867;0;51.497;54;22.505;51.595;81.329;32.112;24.086;0;211.681;22;2.145;5.483;11.951;7.723;6.391;0;33.716;2;122;336;730;461;332;0;1.983;3;641;1.772;4.161;3.015;3.070;0;12.663;140;12.134;40.616;54.770;33.118;27.284;0;168.062;0;0;0;0;0;0;0;0;40;12.534;35.745;81.642;56.585;49.254;0;235.800;41;1.133.432;7.570.130;494.017;65.646;118.140;133;9.381.538;0;649;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2016;9.828.970;37.583;37.522;56.944;148.815;166.211;170.814;0;617.888;46.152;214.294;463.067;1.123.364;739.654;628.072;4.441;3.219.044;823;3.142;8.874;21.099;15.875;12.716;787;63.316;1.153;46.797;125.806;313.020;200.811;524.929;12.604;1.225.120;208;806;2.285;5.390;3.304;1.330;0;13.324;11.540;162.916;382.520;965.769;728.356;923.203;213;3.174.516;0;7.471;3.353;18.529;12.103;18.674;1.018;61.147;10.042;28.463;81.984;181.627;218.671;125.725;1.100;647.611;5.615;49.719;93.199;239.513;212.150;199.087;7.713;806.997;0;8;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2016;9.593.404;0;23.083;109.669;85.887;44.689;17.118;0;280.446;22.796;132.086;263.819;183.670;84.851;0;0;687.222;37.987;29.814;54.579;80.135;2.662;1.518;0;206.694;374.769;76.867;45.045;67.607;104.038;756.950;1.581.215;3.006.490;0;0;0;0;0;0;0;0;3.142;40.948;9.507;24.249;32.408;21;0;110.275;0;0;0;0;0;0;0;0;5.926;125.956;50.351;156.582;86.883;35.553;0;461.251;5.006;121.127;884.394;435.127;87.787;531.275;0;2.064.716;0;0;2.776.310
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2016;9.034.225;1.181;17.745;45.123;57.170;12.289;4;0;133.512;14.388;128.214;321.220;389.691;52.438;38;0;905.988;15.618;68.445;163.396;191.621;21.595;5;0;460.680;2.530;24.439;58.295;78.588;15.014;0;0;178.865;1.229;6.679;16.427;19.479;1.194;0;0;45.009;90.949;657.762;1.722.112;773.816;112.949;11.658;0;3.369.245;0;6;10;10;0;0;0;25;75.892;347.940;882.017;1.233.621;255.165;21.000;0;2.815.635;16.027;211.838;406.100;415.478;66.078;9.545;0;1.125.067;0;198;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2016;8.393.137;197.151;12.488;54.439;16.059;38.835;88.367;0;407.338;98.938;221.932;521.213;333.606;83.430;125.554;50.078;1.434.751;19.551;28.455;65.896;93.778;12.119;1.436;0;221.234;1.264;34.047;128.510;330.305;324.169;1.282.371;213.284;2.313.950;811;4.069;11.868;3.916;481;0;0;21.145;79.429;358.528;568.667;622.731;104.119;91.751;362;1.825.586;116;72.592;159.022;452.740;257.996;416.838;0;1.359.305;15.130;19.124;39.177;47.242;5.386;99.541;0;225.601;25.249;119.725;133.359;158.234;36.637;19.632;77.095;569.931;14.160;136;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;12/2016;7.963.004;33;41.992;49.016;19.720;122;0;0;110.884;34.147;1.428.866;905.275;326.160;27.605;2.588;0;2.724.640;4.086;100.453;139.399;79.465;2.290;0;0;325.693;199;52.661;33.343;28.145;3.526;317;0;118.191;11;210.112;7.128;900;530;0;0;218.680;41.653;1.483.459;566.138;189.880;13.262;995;0;2.295.387;0;7.145;0;0;0;0;0;7.145;4.192;148.138;196.047;126.388;4.897;2.896;0;482.557;15.394;545.793;456.752;384.720;31.080;196;0;1.433.935;0;2.095;243.797
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2016;7.826.763;300;9.447;15.495;17.720;14.550;12.212;0;69.724;1.243;13.817;42.529;42.961;27.799;15.740;0;144.089;598;5.070;13.508;9.538;6.462;2.466;0;37.640;11;289;1.076;598;536;303;0;2.812;30;380;1.027;1.485;977;473;0;4.373;4.072;39.224;165.460;74.862;34.999;15.081;125;333.823;0;0;2;0;0;0;0;2;552;9.152;22.998;25.150;15.237;12.513;0;85.603;2.719;919.026;4.626.178;1.404.396;124.357;60.136;0;7.136.812;0;11.885;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;12/2016;7.710.063;951;6.056;16.740;25.732;5.974;523;0;55.975;4.914;51.910;136.661;191.963;44.994;78;0;430.519;5.939;39.434;108.488;165.378;19.577;4.550;0;343.366;692;9.078;22.575;33.378;8.867;2.389;0;76.979;658;4.166;10.165;11.764;1.047;0;0;27.800;25.644;738.448;515.438;385.632;69.316;78;0;1.734.555;0;0;0;0;0;0;0;0;50.483;489.022;1.281.262;1.948.147;655.635;109.852;0;4.534.401;3.707;61.147;159.149;227.624;47.518;7.316;0;506.461;0;8;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2016;6.698.429;84.410;95.079;423.336;445.487;123.667;80.221;0;1.252.200;188.980;514.683;1.391.402;1.241.213;469.993;136.390;45;3.942.705;0;26;3.581;112;0;0;0;3.719;0;219;639;713;0;0;0;1.571;0;0;0;0;0;0;0;0;21.461;261.244;835.306;104.416;11.390;9.116;0;1.242.932;0;0;0;0;0;0;0;0;0;3.252;21.270;37.969;15.113;16;0;77.620;0;6.737;128.481;22.671;13.836;5.956;0;177.681;0;0;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;12/2016;5.890.921;63.313;0;0;0;0;0;0;63.313;19.697;35.022;132.670;318.495;136.209;0;0;642.094;0;12.775;38.987;45.260;0;0;0;97.022;0;0;0;0;0;0;0;0;0;96;0;1.060;0;0;0;1.156;0;4.543;18.271;37.888;0;0;0;60.702;0;0;80.832;105.033;105.033;495.165;450.032;1.236.094;0;0;324;3.000;0;0;0;3.324;0;83.849;340.825;33.580;0;0;0;458.253;0;0;3.328.962
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;12/2016;5.753.564;213;8.649;29.873;54.983;21.180;30.339;0;145.237;15.059;138.074;427.448;1.051.398;505.486;357.796;0;2.495.260;2.049;11.236;40.427;77.564;35.428;16.357;0;183.061;2.627;24.694;25.088;60.032;47.186;53.714;0;213.343;90;3.371;9.474;22.643;18.533;24.322;0;78.433;12.582;85.883;197.587;238.303;97.831;129.283;0;761.470;3.284;43.899;125.863;298.554;151.748;173.395;1.033;797.775;3.272;49.169;51.876;127.462;73.994;84.260;17.723;407.756;13.908;36.621;93.212;197.473;142.346;187.510;0;671.072;16;142;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;12/2016;4.924.023;216;15.903;125.854;14.422;2;0;0;156.397;81.629;180.484;386.159;169.429;49.396;4.147;0;871.243;15.634;46.189;93.085;102.982;7.410;0;0;265.300;0;420.056;20.554;16.219;0;0;0;456.828;0;0;210;0;0;0;0;210;6.080;294.050;198.810;82.254;32.191;0;0;613.385;0;0;0;0;0;0;0;0;3.816;16.391;43.580;58.069;2.134;0;0;123.991;25.121;105.738;151.646;131.328;28.034;509;34.874;477.250;0;2;1.959.417
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;12/2016;4.529.403;107.315;40.972;103.355;141.546;25.576;84.440;0;503.205;5.769;365.971;224.603;143.359;55.813;53.156;0;848.671;9.398;86.592;71.788;84.884;308;0;0;252.970;0;25.209;0;0;0;0;0;25.209;0;712;246;0;0;0;0;958;65.243;1.881.297;262.947;96.340;0;0;0;2.305.827;525;343;0;0;0;0;0;868;871;36.289;31.869;35.767;2.929;122;0;107.847;7.282;141.966;113.528;63.007;0;0;0;325.783;0;9.980;148.084
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2016;4.455.869;0;15.702;30.221;7.052;0;0;0;52.975;1.719;767.166;1.387.495;250.741;497;0;0;2.407.618;105.003;0;4.646;0;0;0;0;109.649;0;11.104;143.261;8.907;0;0;0;163.272;0;0;0;0;0;0;0;0;45.561;1.187.152;172.102;16.938;0;0;0;1.421.753;0;0;0;0;0;0;0;0;0;17.013;1.500;1.333;0;0;0;19.846;0;52.813;213.481;11.683;2.778;0;0;280.756;0;0;0
